disaster_id,year,month,disaster_type,disaster_name,primary_affect,secondary_affect,state_name,crops_affected,season,nature_of_disaster
567,2016,sep,Slide,Landslide,affects the whole place,affects crops,Hawaii,jute,monsoon,seasonal
568,2016,feb,Wind storm,Cyclone,affects rainfall,affects crops,Idaho,maize,spring,seasonal
569,2016,jun,Flood,Flood,heavy rainfall ,affects crops,Illinois,chillies ,summer,seasonal
570,2017,may,Storm,Lightning,affects rainfall,affects crops ,Indiana,sunflower,summer,seasonal
571,2017,dec,Wind storm,Cylcone,affects rainfall,affects crops,Iowa,tea,winter,seasonal
572,2017,aug,Extreme  temp,Heat  wave,Hot wind,affects crops,Kansas,urad,monsoon,occasional
573,2017,sep,Flood,Flood,heavy rainfall ,affects crops,Kentucky,ginger (dry),autumn,seasonal
574,2017,feb,Wind storm,Cyclone,affects rainfall,affects crops,Louisiana,cardamon,spring,seasonal
575,2017,jan,Wind storm,Cyclone,affects rainfall,affects crops,Maine,black pepper,winter,seasonal
576,2017,mar,Wind storm,Storm,affects rainfall,affects crops,Maryland,barley,spring,seasonal
577,2017,jun,Wind storm,Storm,affects rainfall,affects crops,Massachusetts,millets ,summer,seasonal
578,2017,jun,Flood,Flood,heavy rainfall ,affects crops,Michigan,wheat,summer,seasonal
579,2017,jun,Flood,Flood,heavy rainfall ,affects crops,Minnesota,moong,summer,seasonal
580,2017,oct,Drought,Drought,no rainfall,affects crops,Mississippi,coffee,autumn,occasional
581,2017,oct,Flood,Flood,heavy rainfall ,affects crops,Missouri,gram,autumn,seasonal
582,2017,dec,Slide,Avalanche,affects the whole place,affects crops,Montana,jute,winter,seasonal
583,2017,nov,Flood,Flood,heavy rainfall ,affects crops,Nebraska,rape-seed & mustard,autumn,seasonal
584,2017,may,Flood,Flood,heavy rainfall ,affects crops,Nevada,cashewnut,summer,seasonal
585,2017,sep,Wind storm,Cyclone,affects rainfall,affects crops,New Hampshire,paddy,monsoon,seasonal
586,2017,nov,Wind storm,Cyclone,affects rainfall,affects crops,New Jersey,coriander,autumn,seasonal
587,2017,nov,Wind storm,Tornado,affects rainfall,affects crops,New Mexico,urad,autumn,seasonal
588,2017,oct,Wind storm,Tornado,affects rainfall,affects crops,New York,sunflower,autumn,seasonal
589,2017,may,Storm,Lightning,affects rainfall,affects crops ,North Carolina,sunflower,summer,seasonal
590,2017,dec,Wind storm,Cylcone,affects rainfall,affects crops,North Dakota,tea,winter,seasonal
591,2017,aug,Extreme  temp,Heat  wave,Hot wind,affects crops,Ohio,urad,monsoon,occasional
592,2017,sep,Flood,Flood,heavy rainfall ,affects crops,Oklahoma,ginger (dry),monsoon,seasonal
593,2017,feb,Wind storm,Cyclone,affects rainfall,affects crops,Vermont,cardamon,spring,seasonal
594,2017,jan,Wind storm,Cyclone,affects rainfall,affects crops,Virginia,black pepper,winter,seasonal
595,2017,mar,Wind storm,Storm,affects rainfall,affects crops,Washington,barley,spring,seasonal
596,2017,jun,Wind storm,Storm,affects rainfall,affects crops,West Virginia,millets ,summer,seasonal
597,2017,jun,Flood,Flood,heavy rainfall ,affects crops,Wisconsin,wheat,summer,seasonal
598,2017,jun,Flood,Flood,heavy rainfall ,affects crops,Wyoming,moong,summer,seasonal
599,2017,oct,Drought,Drought,no rainfall,affects crops,Montgomery,coffee,monsoon,occasional
600,2017,oct,Flood,Flood,heavy rainfall ,affects crops,Juneau,gram,monsoon,seasonal
601,2017,dec,Slide,Avalanche,affects the whole place,affects crops,Phoenix,jute,winter,seasonal
602,2017,nov,Flood,Flood,heavy rainfall ,affects crops,Little Rock,rape-seed & mustard,autumn,seasonal
603,2017,may,Flood,Flood,heavy rainfall ,affects crops,Sacramento,cashewnut,summer,seasonal
604,2017,sep,Wind storm,Cyclone,affects rainfall,affects crops,Denver,paddy,monsoon,seasonal
605,2017,nov,Wind storm,Cyclone,affects rainfall,affects crops,Hartford,coriander,autumn,seasonal
606,2017,nov,Wind storm,Tornado,affects rainfall,affects crops,Dover,urad,autumn,seasonal
607,2017,oct,Wind storm,Tornado,affects rainfall,affects crops,Tallahassee,sunflower,autumn,seasonal
608,2017,jun,Flood,Flood,heavy rainfall ,affects crops,Atlanta,chillies ,summer,seasonal
609,2017,jun,Flood,Flood,heavy rainfall ,affects crops,Honolulu,groundnut,summer,seasonal
610,2018,nov,Wind storm,Cyclone,affects rainfall,affects crops,Boise,arhar,autumn,seasonal
611,2018,aug,Flood,Flood,heavy rainfall,affects crops ,Springfield,chillies (dry),monsoon,seasonal
612,2018,jun,Flood,Flood,heavy rainfall,affects crops ,Indianapolis,banana,summer,seasonal
613,2018,oct,Extreme  temp,Heat  wave,Hot wind,affects crops,Des Moines,maize,autumn,occasional
614,2018,jun,Extreme  temp,Heat  wave,Hot wind,affects crops,Topeka,chillies ,summer,occasional
615,2018,jul,Flood,Flood,heavy rainfall ,affects crops,Frankfort,peas & beans ,monsoon,seasonal
616,2018,oct,Slide,Landslide,affects the whole place,affects crops,Baton Rouge,millets (small),autumn,seasonal
617,2018,dec,Flood,Flood,heavy rainfall ,affects crops,Augusta,potato,winter,seasonal
618,2018,oct,Earthquake,Earthquake,human affect,building affect,Annapolis,mesta,autumn,occasional
619,2018,jan,Earthquake,Earthquake,human affect,building affect,Boston,ragi,winter,occasional
620,2018,may,Flood,Flood,heavy rainfall ,affects crops,Lansing,onion,summer,seasonal
621,2018,jun,Wind storm,Cyclone,affects rainfall,affects crops,St. Paul,banana,summer,seasonal
622,2018,jul,Slide,Landslide,affects the whole place,affects crops,Jackson,paddy,monsoon,seasonal
623,2018,aug,Flood,Flood,heavy rainfall ,affects crops,Jefferson City,sugarcane,monsoon,seasonal
624,2018,nov,Wind storm,Tornado,affects rainfall,affects crops,Helena,urad,autumn,seasonal
625,2018,oct,Wind storm,Tornado,affects rainfall,affects crops,Lincoln,sunflower,autumn,seasonal
626,2018,nov,Wind storm,Tornado,affects crops,affects crops,Carson City,tea,autumn,seasonal
627,2018,dec,Extreme  temp,Heat  wave,Hot wind,affects crops,Concord,arhar,winter,occasional
628,2018,jan,Flood,Flood,heavy rainfall ,affects crops,Trenton,chillies (dry),winter,seasonal
629,2018,aug,Flood,Flood,heavy rainfall ,affects crops,Santa Fe,urad,monsoon,seasonal
630,2018,oct,Slide,Landslide,affects the whole place,affects crops,Albany,ginger (dry),autumn,seasonal
631,2018,nov,Wind storm,Storm,affects rainfall,affects crops,Raleigh,cardamon,autumn,seasonal
632,2018,oct,Wind storm,Cyclone,affects rainfall,affects crops,Bismarck,black pepper,autumn,seasonal
633,2018,jan,Flood,Flood,heavy rainfall ,affects crops,Columbus,barley,winter,seasonal
634,2018,feb,Drought,Drought,no rainfall,affects crops,Oklahoma City,millets ,spring,occasional
635,2018,jun,Flood,Flood,heavy rainfall ,affects crops,Salem,groundnut,summer,seasonal
636,2018,nov,Wind storm,Cyclone,affects rainfall,affects crops,Harrisburg,chillies (dry),autumn,seasonal
637,2018,dec,Wind storm,Storm,affects rainfall,affects crops,Providence,bajra,winter,seasonal
638,2018,jan,Wind storm,Storm,affects rainfall,affects crops,Columbia,castor seed,winter,seasonal
639,2018,sep,Wind storm,Cyclone,affects rainfall,affects crops,Pierre,cotton,monsoon,seasonal
640,2018,oct,Flood,Flood,heavy rainfall ,affects crops,Nashville,ginger (dry),autumn,seasonal
641,2018,dec,Wind storm,Storm,affects rainfall,affects crops,Austin,cardamon,winter,seasonal
642,2018,feb,Flood,Flood,heavy rainfall ,affects crops,Salt Lake City,black pepper,spring,seasonal
643,2018,jun,Flood,Flood,heavy rainfall ,affects crops,Montpelier,barley,summer,seasonal
644,2019,sep,Flood,Flood,heavy rainfall,affects crops ,Richmond,paddy,monsoon,seasonal
645,2019,jul,Flood,Flood,heavy rainfall,affects crops ,Olympia,sugarcane,monsoon,seasonal
646,2019,jun,Wind storm,Cyclone,affects rainfall,affects crops,Charleston,other oilseeds,summer,seasonal
647,2019,may,Exterme temp,Heatwave,hot wind,affects crops,Madison,sunflower,summer,occasional
648,2019,may,Wind storm,Cyclone,affects rainfall,affects crops,Cheyenne,rape-seed & mustard,summer,seasonal
649,2019,sep,Wind storm,Cyclone,affects rainfall,affects crops,Alabama,other oilseeds,monsoon,seasonal
650,2019,nov,Wind storm,Cyclone,affects rainfall,affects crops,Alaska,sunflower,autumn,seasonal
651,2019,sep,Extreme  temp,Cold wave,heavy rain ,affects crops ,Arizona,rape-seed & mustard,autumn,occasional
652,2019,oct,Flood,Flood,heavy rainfall ,affects crops,Arkansas,cashewnut,autumn,seasonal
653,2019,nov,Slide,Landslide,affects the whole place,affects crops,California,paddy,autumn,seasonal
654,2019,jul,Slide,Landslide,occasional,affects crops,Colorado,coriander,monsoon,seasonal
655,2019,oct,Extreme  temp,Cold wave,cold wind,affects crops ,Connecticut,urad,autumn,occasional
656,2019,jan,Wind storm,Cyclone,affects rainfall,affects crops,Delaware,sunflower,winter,seasonal
657,2019,feb,Flood,Flood,heavy rainfall ,affects crops,Florida,tea,spring,seasonal
658,2019,mar,Wind storm,Cyclone,affects rainfall,affects crops,Georgia,arhar,spring,seasonal
659,2019,apr,Slide,Landslide,affects the whole place,affects crops,Hawaii,wheat,summer,seasonal
660,2019,apr,Extreme  temp,Heat  wave,Hot wind,affects crops,Idaho,moong,summer,occasional
661,2019,may,Wind storm,Cyclone,affects rainfall,affects crops,Illinois,coffee,summer,seasonal
662,2019,jun,Flood,Flood,heavy rainfall ,affects crops,Indiana,gram,summer,seasonal
663,2019,jul,Extreme  temp,Heat  wave,Hot wind,affects crops,Iowa,jute,monsoon,occasional
664,2019,sep,Slide,Landslide,affects the whole place,affects crops,Kansas,maize,autumn,seasonal
665,2019,oct,Flood,Flood,heavy rainfall ,affects crops,Kentucky,chillies ,autumn,seasonal
666,2019,oct,Flood,Flood,heavy rainfall ,affects crops,Louisiana,wheat,autumn,seasonal
667,2019,nov,Earthquake,Earthquake,affects the whole place,building affect,Maine,moong,autumn,occasional
668,2019,nov,Flood,Flood,heavy rainfall ,affects crops,Maryland,coffee,autumn,seasonal
669,2019,nov,Drought,Drought,no rainfall,affects crops,Massachusetts,gram,autumn,occasional
670,2020,nov,Wind storm,Cyclone,affects rainfall,affects crops,Michigan,cashewnut,autumn,seasonal
671,2020,jul,Wind storm,Flood,heavy rainfall,affects crops ,Minnesota,paddy,monsoon,seasonal
672,2020,jun,Flash Flood,Lightning ,heavy rainfall,affects crops ,Mississippi,coriander,summer,seasonal
673,2020,jun,Wind storm,Cyclone,affects rainfall,affects crops,Missouri,urad,summer,seasonal
674,2020,may,Wind storm,Cyclone,affects rainfall,affects crops,Montana,sunflower,summer,seasonal
675,2020,jun,Flood,Flood,heavy rainfall ,affects crops,Nebraska,chillies (dry),summer,seasonal
676,2020,jan,Wind storm,Storm,affects rainfall,affects crops,Nevada,urad,winter,seasonal
677,2020,aug,Wind storm,Storm,affects rainfall,affects crops,New Hampshire,ginger (dry),monsoon,seasonal
678,2020,nov,Slide,Landslide,affects the whole place,affects crops,New Jersey,cardamon,autumn,seasonal
679,2020,nov,Flood,Flood,heavy rainfall ,affects crops,New Mexico,black pepper,autumn,seasonal
680,2020,may,Extreme  temp,Cold wave,cold wind,affects crops ,New York,barley,summer,occasional
681,2020,oct,Wind storm,Typhoon,affects rainfall,affects crops,North Carolina,millets ,autumn,seasonal
682,2020,jul,Wind storm,Storm,affects rainfall,affects crops,North Dakota,onion,monsoon,seasonal
683,2020,jul,Slide,Landslide,affects the whole place,affects crops,Ohio,banana,monsoon,seasonal
684,2020,jan,Flood,Flood,heavy rainfall ,affects crops,Oklahoma,paddy,winter,seasonal
685,2020,aug,Flood,Flood,heavy rainfall ,affects crops,Oregon,sugarcane,monsoon,seasonal
686,2020,oct,Flood,Flood,heavy rainfall ,affects crops,Pennsylvania,other oilseeds,autumn,seasonal
687,2020,nov,Earthquake,Earthquake,affects the whole place,building affect,Rhode Island,sunflower,autumn,occasional
688,2020,jul,Flood,Flood,heavy rainfall ,affects crops,South Carolina,rape-seed & mustard,monsoon,seasonal
689,2020,aug,Wind storm,Cyclone,affects rainfall,affects crops,South Dakota,cashewnut,monsoon,seasonal
690,2020,nov,Wind storm,Cyclone,affects rainfall,affects crops,Tennessee,paddy,autumn,seasonal
691,2020,jun,Earthquake,Earthquake,affects the whole place,building affect,Texas,coriander,summer,occasional
692,2020,aug,Earthquake,Earthquake,affects the whole place,building affect,Utah,urad,monsoon,occasional
693,2020,aug,Flood,Flood,heavy rainfall ,affects crops,Vermont,sunflower,monsoon,seasonal
694,2020,aug,,Earthquake,affects the whole place,building affect,Virginia,tea,monsoon,occasional
695,2020,mar,,Heat  wave,Hot wind,,Washington,arhar,spring,occasional
696,2020,jan,,Cold wave,cold wind,,West Virginia,chillies (dry),winter,occasional
697,2020,may,,Tornado,affects rainfall,,Wisconsin,urad,summer,seasonal
698,2020,oct,Flood,Flood,heavy rainfall ,,Wyoming,wheat,autumn,seasonal
699,2020,dec,Flood,Flood,heavy rainfall ,affects crops,Montgomery,moong,winter,seasonal
700,2021,feb,Glacial Burst,Flood,affect the whole place,affects crops ,Juneau,tea,spring,occasional
